更新时间,#genre#
求索纪录,https://stream1.freetv.fun/qiu-suo-ji-lu-1.m3u8
求索纪录,https://stream1.freetv.fun/qiu-suo-ji-lu-19.m3u8
求索纪录,https://stream1.freetv.fun/qiu-suo-ji-lu-10.m3u8
求索纪录,http://www.xzbn.site:35455/itv/2000000004000000010.m3u8?cdn=hnbblive
求索纪录,https://stream1.freetv.fun/qiu-suo-ji-lu-12.m3u8
求索纪录,https://stream1.freetv.fun/qiu-suo-ji-lu-11.m3u8
求索纪录,https://stream1.freetv.fun/qiu-suo-ji-lu-8.m3u8
求索纪录,https://stream1.freetv.fun/qiu-suo-ji-lu-13.m3u8
求索纪录,https://stream1.freetv.fun/qiu-suo-ji-lu-6.m3u8
求索纪录,https://stream1.freetv.fun/qiu-suo-ji-lu-14.m3u8
求索纪录,https://stream1.freetv.fun/qiu-suo-ji-lu-4.m3u8
求索纪录,https://stream1.freetv.fun/qiu-suo-ji-lu-3.m3u8
求索纪录,http://138.2.61.159:5000/6000000002000032052/wasusyt/index.m3u8
求索纪录,https://stream1.freetv.fun/qiu-suo-ji-lu-7.ctv
求索纪录,http://141.147.156.146:5566/TVOD/6000000002000032052/wasusyt/index.m3u8
求索纪录,http://8.209.196.123:32768/6000000002000032052/wasusyt/index.m3u8
求索纪录,https://origin.wuzhij.com/wz.php?id=求索纪录&pw=wuzhij
求索纪录,http://148.135.106.175:5000/itv/wasusyt/6000000002000032052
求索科学,http://www.xzbn.site:35455/itv/2000000004000000011.m3u8?cdn=hnbblive
求索科学,http://45.8.113.249:50001/TVOD/2000000004000000011/hnbblive/index.m3u8
求索科学,http://45.8.113.249:50001/TVOD/6000000002000032344/wasusyt/index.m3u8
求索科学,http://138.2.61.159:5000/6000000002000032344/wasusyt/index.m3u8
求索科学,http://141.147.156.146:5566/TVOD/6000000002000032344/wasusyt/index.m3u8
求索科学,http://8.209.196.123:32768/6000000002000032344/wasusyt/index.m3u8
求索科学,https://origin.wuzhij.com/wz.php?id=求索科学&pw=wuzhij
求索科学,http://148.135.106.175:5000/itv/wasusyt/6000000002000032344
求索动物,http://45.8.113.249:50001/TVOD/2000000004000000009/hnbblive/index.m3u8
求索动物,http://www.xzbn.site:35455/itv/2000000004000000009.m3u8?cdn=hnbblive
求索动物,http://45.8.113.249:50001/TVOD/6000000002000010046/wasusyt/index.m3u8
求索动物,http://138.2.61.159:5000/6000000002000010046/wasusyt/index.m3u8
求索动物,http://141.147.156.146:5566/TVOD/6000000002000010046/wasusyt/index.m3u8
求索动物,http://8.209.196.123:32768/6000000002000010046/wasusyt/index.m3u8
求索动物,https://origin.wuzhij.com/wz.php?id=求索动物&pw=wuzhij
求索动物,http://148.135.106.175:5000/itv/wasusyt/6000000002000010046
求索生活,http://www.xzbn.site:35455/itv/2000000004000000008.m3u8?cdn=hnbblive
求索生活,http://45.8.113.249:50001/TVOD/2000000004000000008/hnbblive/index.m3u8
求索生活,http://45.8.113.249:50001/TVOD/6000000002000003382/wasusyt/index.m3u8
求索生活,http://138.2.61.159:5000/6000000002000003382/wasusyt/index.m3u8
求索生活,http://141.147.156.146:5566/TVOD/6000000002000003382/wasusyt/index.m3u8
求索生活,http://8.209.196.123:32768/6000000002000003382/wasusyt/index.m3u8
求索生活,https://origin.wuzhij.com/wz.php?id=求索生活&pw=wuzhij
求索生活,http://148.135.106.175:5000/itv/wasusyt/6000000002000003382
世界地理,http://dl.wifi942.com:66/jsyd/jsyd.php?id=G_SHIJIEDL-CQ
世界地理,http://111.61.236.247:9081/hls/62/index.m3u8
世界地理,http://183.11.239.36:808/hls/11/index.m3u8
世界地理,http://dassby.qqff.top:99/live/世界地理/index.m3u8
世界地理,http://180.213.174.225:9901/tsfile/live/1051_1.m3u8
世界地理,http://180.213.174.225:9901/tsfile/live/1051_1.m3u8?key=txiptv&playlive=1&authid=0
世界地理,http://61.160.112.102:35455/rptv/G_SHIJIEDL-CQ.m3u8?license=gitv
世界地理,http://111.61.236.247:9081/hls/62/index.m3u8$订阅源-720x576
兵器科技,http://111.61.236.247:9081/hls/61/index.m3u8
兵器科技,http://183.11.239.36:808/hls/21/index.m3u8
兵器科技,http://180.213.174.225:9901/tsfile/live/1052_1.m3u8
兵器科技,http://180.213.174.225:9901/tsfile/live/1052_1.m3u8?key=txiptv&playlive=1&authid=0
兵器科技,http://115.150.63.77:9902/tsfile/live/1029_1.m3u8
兵器科技,http://111.61.236.247:9081/hls/61/index.m3u8$订阅源-720x576
第一剧场,http://dassby.qqff.top:99/live/第一剧场/index.m3u8
第一剧场,http://183.11.239.36:808/hls/98/index.m3u8
第一剧场,http://58.221.214.82:9901/tsfile/live/0015_2.m3u8
第一剧场,http://58.19.38.162:9901/tsfile/live/1035_1.m3u8
第一剧场,http://180.213.174.225:9901/tsfile/live/1048_1.m3u8
第一剧场,http://121.19.134.200:808/tsfile/live/1033_1.m3u8
风云剧场,http://183.11.239.36:808/hls/95/index.m3u8
风云剧场,http://120.238.94.10:9901/tsfile/live/1090_1.m3u8
风云剧场,http://180.213.174.225:9901/tsfile/live/1050_1.m3u8
风云剧场,http://121.19.134.200:808/tsfile/live/1034_1.m3u8
风云剧场,http://120.77.205.62:8087/udp/239.253.43.26:5146
风云剧场,http://120.77.205.62:8087/udp/239.253.43.16:5146
风云足球,http://183.11.239.36:808/hls/133/index.m3u8
风云足球,http://dassby.qqff.top:99/live/风云足球/index.m3u8
风云足球,http://111.61.236.247:9081/hls/58/index.m3u8
风云足球,http://dl.wifi942.com:66/jsyd/jsyd.php?id=G_FENGSHANGZQ-CQ
风云足球,http://58.19.38.162:9901/tsfile/live/1034_1.m3u8
风云足球,http://180.213.174.225:9901/tsfile/live/1046_1.m3u8
风云足球,http://180.213.174.225:9901/tsfile/live/1046_1.m3u8?key=txiptv&playlive=1&authid=0
风云足球,http://gat.bkpcp.top/ymg.php?id=mlzq
风云足球,http://goo.bkpcp.top/mg/mlzq
风云足球,http://61.160.112.102:35455/rptv/G_FENGSHANGZQ-CQ.m3u8?license=gitv
风云足球,http://111.61.236.247:9081/hls/58/index.m3u8$订阅源-720x576
风云音乐,http://180.213.174.225:9901/tsfile/live/1055_1.m3u8?key=txiptv&playlive=1&authid=0
央视高网,http://123.56.129.203:9448/udp/225.1.8.248:4120
央视台球,http://dl.wifi942.com:66/jsyd/jsyd.php?id=G_TAIQIU-CQ
央视台球,http://183.11.239.36:808/hls/73/index.m3u8
央视台球,http://dassby.qqff.top:99/live/高尔夫网球/index.m3u8
央视台球,http://gat.bkpcp.top/ymg.php?id=mlzq
央视台球,http://goo.bkpcp.top/mg/mlzq
央视台球,http://61.160.112.102:35455/rptv/G_TAIQIU-CQ.m3u8?license=gitv
央视台球,http://123.56.129.203:9448/udp/225.1.8.245:4120
央视,#genre#
CGTN英语,https://news.cgtn.com/resource/live/english/cgtn-news.m3u8
CGTN英语,http://120.77.205.62:8087/udp/239.77.0.199:5146
CGTN记录,https://origin.wuzhij.com/wz.php?id=CGTN-记录&pw=wuzhij
CGTN记录,http://148.135.106.175:5000/itv/hnbblive/7114647837765104058
CGTN俄语,http://news.cgtn.com/resource/live/russian/cgtn-r.m3u8
CGTN法语,https://news.cgtn.com/resource/live/french/cgtn-f.m3u8
CGTN法语,https://news.cgtn.com/resource/live/french/cgtn-f.m3u8?zshijd
CGTN法语,https://news.cgtn.com/resource/live/french/cgtn-f.m3u8$官方源
CGTN西语,https://news.cgtn.com/resource/live/espanol/cgtn-e.m3u8?zshijd
CGTN西语,https://news.cgtn.com/resource/live/espanol/cgtn-e.m3u8
CGTN阿语,https://news.cgtn.com/resource/live/arabic/cgtn-a.m3u8
CGTN阿语,https://news.cgtn.com/resource/live/arabic/cgtn-a.m3u8$官方源
CCTV-兵器科技,http://dassby.qqff.top:99/live/兵器科技/index.m3u8
CCTV-第一剧场,http://121.19.134.200:808/tsfile/live/1033_1.m3u8?key=txiptv&playlive=1&authid=0$河北联通酒店
CCTV-第一剧场,http://dassby.qqff.top:99/live/第一剧场/index.m3u8
CCTV-第一剧场,http://nas.hssvm.com:8888/udp/225.1.1.183:5002
CCTV-第一剧场,http://180.213.174.225:9901/tsfile/live/1050_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-第一剧场,http://121.19.134.200:808/tsfile/live/1033_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-第一剧场,http://180.213.174.225:9901/tsfile/live/1048_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-风云足球,http://202.102.201.244:40022/rtp/238.1.79.57:4592$1920x1080
CCTV-风云足球,http://183.11.239.36:808/hls/133/index.m3u8
CCTV-风云足球,http://dassby.qqff.top:99/live/风云足球/index.m3u8
CCTV-风云足球,http://111.61.236.247:9081/hls/58/index.m3u8
CCTV-风云足球,http://nas.hssvm.com:8888/udp/225.1.1.181:5002
CCTV-风云足球,http://183.11.239.36:808/hls/11/index.m3u8
CCTV-风云足球,http://120.76.248.139/live/bfgd/4200000225.m3u8
CCTV-风云足球,http://120.238.94.10:9901/tsfile/live/1087_1.m3u8
CCTV-风云足球,http://180.213.174.225:9901/tsfile/live/1046_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-风云足球,http://58.19.38.162:9901/tsfile/live/1001_1.m3u8
CCTV-世界地理,http://nas.hssvm.com:8888/udp/225.1.1.186:5002
CCTV-世界地理,http://120.76.248.139/live/bfgd/4200000177.m3u8
CCTV-世界地理,http://111.61.236.247:9081/hls/62/index.m3u8
CCTV-世界地理,http://dassby.qqff.top:99/live/世界地理/index.m3u8
CCTV-世界地理,http://58.243.224.244:9901/tsfile/live/1021_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-世界地理,http://183.11.239.36:808/hls/11/index.m3u8
CCTV-世界地理,http://180.213.174.225:9901/tsfile/live/1051_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-央视台球,http://nas.hssvm.com:8888/udp/225.1.1.198:5002
CCTV-央视台球,http://ngcdn003.cnr.cn/live/yyzs/index.m3u8
CCTV-央视台球,http://183.11.239.36:808/hls/73/index.m3u8
CCTV-央视台球,https://ngcdn003.cnr.cn/live/yyzs/index.m3u8
CCTV-央视台球,http://dassby.qqff.top:99/live/央视台球/index.m3u8
CCTV-央视台球,http://180.213.174.225:9901/tsfile/live/1057_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-央视台球,http://dassby.qqff.top:99/live/高尔夫网球/index.m3u8
CCTV-央视高网,http://dassby.qqff.top:99/live/高尔夫网球/index.m3u8
CCTV-风云音乐,http://121.19.134.200:808/tsfile/live/1036_1.m3u8?key=txiptv&playlive=1&authid=0$河北联通酒店
CCTV-风云音乐,http://nas.hssvm.com:8888/udp/225.1.1.192:5002
CCTV-风云音乐,http://www.jiaocj.xyz:4000/udp/239.49.8.92:8000
CCTV-风云音乐,http://121.19.134.200:808/tsfile/live/1036_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-风云音乐,http://dassby.qqff.top:99/live/风云音乐/index.m3u8
CCTV-风云剧场,http://dassby.qqff.top:99/live/风云剧场/index.m3u8
CCTV-风云剧场,http://121.19.134.200:808/tsfile/live/1034_1.m3u8?key=txiptv&playlive=1&authid=0$河北联通酒店
CCTV-风云剧场,http://121.19.134.200:808/tsfile/live/1034_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-风云剧场,http://nas.hssvm.com:8888/udp/225.1.1.185:5002
CCTV-风云剧场,http://www.jiaocj.xyz:4000/udp/239.49.8.89:8000
CCTV-怀旧剧场,http://120.76.248.139/live/bfgd/4200000224.m3u8
CCTV-怀旧剧场,http://nas.hssvm.com:8888/udp/225.1.1.184:5002
CCTV-怀旧剧场,http://dassby.qqff.top:99/live/怀旧剧场/index.m3u8
CCTV-怀旧剧场,http://121.19.134.200:808/tsfile/live/1035_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-怀旧剧场,http://121.19.134.200:808/tsfile/live/1035_1.m3u8?key=txiptv&playlive=1&authid=0$河北联通酒店
CCTV-怀旧剧场,http://111.61.236.247:9081/hls/67/index.m3u8
CCTV-怀旧剧场,http://180.213.174.225:9901/tsfile/live/1049_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-文化精品,http://nas.hssvm.com:8888/udp/225.1.1.189:5002
CCTV-文化精品,http://dassby.qqff.top:99/live/文化精品/index.m3u8
CCTV-文化精品,http://180.213.174.225:9901/tsfile/live/1053_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-女性时尚,http://dassby.qqff.top:99/live/女性时尚/index.m3u8
CCTV-女性时尚,http://120.76.248.139/live/bfgd/4200000176.m3u8
CCTV-女性时尚,http://nas.hssvm.com:8888/udp/225.1.1.190:5002
CCTV-女性时尚,http://111.61.236.247:9081/hls/59/index.m3u8
CCTV-女性时尚,http://180.213.174.225:9901/tsfile/live/1054_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-电视指南,http://120.76.248.139/live/bfgd/4200000164.m3u8
CCTV-电视指南,http://nas.hssvm.com:8888/udp/225.1.1.194:5002
CCTV-电视指南,http://dassby.qqff.top:99/live/电视指南/index.m3u8
CCTV高尔夫网球,http://59.174.227.82:8880/rtp/239.69.1.83:10138$1920x1080
体育,#genre#
精品体育,http://45.8.113.249:50001/TVOD/2000000003000000021/hnbblive/index.m3u8
精品体育,http://dl.wifi942.com:66/jsyd/jsyd.php?id=GITV-JS-65
精品体育,http://45.8.113.249:50001/TVOD/1000000004000014634/ystenlive/index.m3u8
精品体育,http://146.56.165.66:7788/TVOD/2000000003000000021/hnbblive/index.m3u8
精品体育,http://www.7891136.xyz:50001/TVOD/2000000003000000021/hnbblive/index.m3u8?ace
精品体育,http://tv.2cf.x10.mx/2hl/3221225674/index.m3u8?ace
睛彩竞技,http://www.xzbn.site:35455/itv/3000000020000011528.m3u8?cdn=FifastbLive
睛彩竞技,http://dl.wifi942.com:66/jsyd/jsyd.php?id=HD-8000k-1080P-miguaoyun2
睛彩竞技,http://138.2.61.159:5000/1000000006000270001/ystenlive/index.m3u8
睛彩竞技,http://138.2.61.159:5000/2000000003000000060/hnbblive/index.m3u8
睛彩竞技,http://141.147.156.146:5566/TVOD/1000000006000270001/ystenlive/index.m3u8
睛彩竞技,http://141.147.156.146:5566/TVOD/2000000003000000060/hnbblive/index.m3u8
睛彩竞技,http://8.209.196.123:32768/2000000003000000060/hnbblive/index.m3u8
睛彩竞技,http://tv.2cf.x10.mx/2hl/3221226124/index.m3u8?ace
睛彩篮球,http://138.2.61.159:5000/2000000003000000061/hnbblive/index.m3u8
睛彩篮球,http://138.2.61.159:5000/2000000003000000065/hnbblive/index.m3u8
睛彩篮球,http://138.2.61.159:5000/1000000006000270002/ystenlive/index.m3u8
睛彩篮球,http://dl.wifi942.com:66/jsyd/jsyd.php?id=HD-8000k-1080P-miguaoyun1
睛彩篮球,http://138.2.61.159:5000/1000000006000270006/ystenlive/index.m3u8
睛彩篮球,http://www.xzbn.site:35455/itv/3000000020000011529.m3u8?cdn=FifastbLive
睛彩篮球,http://141.147.156.146:5566/TVOD/2000000003000000061/hnbblive/index.m3u8
睛彩篮球,http://141.147.156.146:5566/TVOD/2000000003000000065/hnbblive/index.m3u8
睛彩篮球,http://141.147.156.146:5566/TVOD/1000000006000270002/ystenlive/index.m3u8
睛彩篮球,http://141.147.156.146:5566/TVOD/1000000006000270006/ystenlive/index.m3u8
睛彩篮球,http://tv.2cf.x10.mx/2hl/3221226147/index.m3u8?ace
超级体育,http://45.8.113.249:50001/TVOD/1000000001000009204/ystenlive/index.m3u8
超级体育,http://45.8.113.249:50001/TVOD/1000000001000009601/ystenlive/index.m3u8
超级体育,http://45.8.113.249:50001/TVOD/1000000004000007755/ystenlive/index.m3u8
超级体育,http://45.8.113.249:50001/TVOD/2000000003000000030/hnbblive/index.m3u8
超级体育,http://live.nctv.top/KLJHDS/bestv.php?id=cjty
超级体育,http://v0320.yangjian.net:50001/TVOD/1000000001000009601/ystenlive/index.m3u8?ace
超级体育,http://tv.2cf.x10.mx/2hl/3221225715/index.m3u8?ace
纬来体育,http://108.181.20.197/livehttpplay?channel_id=20120$1920x1080
纬来体育,https://stream1.freetv.fun/wei-lai-ti-yu-3.m3u8
纬来体育,https://stream1.freetv.fun/wei-lai-ti-yu-9.ctv
纬来体育,http://148.135.34.95/mn.php?playurl=http://www.pelotas.org:8278/videolandsport/playlist.m3u8$1920x1080
纬来体育,http://dassby.qqff.top:99/live/辽宁体育/index.m3u8
纬来体育,https://cdn.iptv8k.top/dl/jrys.php?id=292&amp;time=20240926215313&amp;ip=111.229.253.40$1920x1080
纬来体育,https://cdn.iptv8k.top/dl/jrys.php?id=292&time=20240926215313&ip=111.229.253.40$1920x1080
纬来体育,http://50.7.238.114:8278/videolandsport/playlist.m3u8?tid=MD2D5343800653438006&ct=19234&tsum=1be724fb8246abfedaf2bd088ec98f03
纬来体育,http://api3.52tb.xyz/info?id=376&token=20221127jxwhhemby
纬来体育,http://aktv.top/AKTV/live/aktv3/null-1/AKTV.m3u8
纬来体育,https://cdn.iptv8k.top/dl/jrys.php?id=291&time=20240926215313&ip=111.229.253.40$1920x1080
纬来体育,http://api2.52tb.xyz/info?id=375&token=20230120rdbtgv
纬来体育,http://aktv_stream1.m16tv.cfd/stream/aktv3/null-1/AKTV.m3u8$1920x1080
纬来体育,http://122.117.71.103:8562/http/61.222.53.250:8081/hls/67/809/ch28.m3u8$1920x1080
纬来体育,http://122.117.71.103:8562/http/61.222.53.250:8081/hls/75/817/ch59.m3u8$1920x1080
纬来体育,http://aktv_stream1.m16tv.cfd/stream/tuntun/null/AKTV.m3u8$1920x1080
纬来体育,http://50.7.234.10:8278/videolandsport/playlist.m3u8?tid=MD2D5343800653438006&ct=19234&tsum=1be724fb8246abfedaf2bd088ec98f03$1920x1080
纬来体育,https://www.freetv.top/migu/796071336.m3u8?migutoken=1cc947d86cb584c31c31c88c005d55965238dbfff7ed75fca8451aed0b564786fde7e4b327e93b92dc96ef57e64e3bb56e8a9e921338080cdae817cb6125d8450b687659ecfee06be9c5d53ac6$1920x1080
纬来体育,https://www.freetv.top/migu/796071336.m3u8?migutoken=1cc947d86cb584c31c31c88c005d55965238dbfff7ed75fca8451aed0b564786fde7e4b327e93b92dc96ef57e64e3bb56e8a9e921338080cdae817cb6125d8450b687659ecfee06be9c5d53ac6$订阅源|1920x1080
纬来体育,https://cdn.iptv8k.top/dl/jrys.php?id=291&time=20240926215313&ip=111.229.253.40$订阅源|1920x1080
纬来体育,http://122.117.71.103:8562/http/61.222.53.250:8081/hls/67/809/ch28.m3u8$订阅源|1920x1080
纬来体育,http://122.117.71.103:8562/http/61.222.53.250:8081/hls/67/809/ch28.m3u8$订阅源-1920x1080|1920x1080
纬来体育,https://cdn.iptv8k.top/dl/jrys.php?id=292&time=20240926215313&ip=111.229.253.40$订阅源-1920x1080|1920x1080
纬来体育,https://cdn.iptv8k.top/dl/jrys.php?id=291&time=20240926215313&ip=111.229.253.40$订阅源-1920x1080|1920x1080
纬来体育,https://f06.flost06jtgoopk.xyz/live/rx2/118/a41a7d62f55149589e9f4134ad82b7e2/index.m3u8
纬来体育,https://f09.ideas09course.xyz/live/rx3/2732/19878eefa4f0f494e61e24444ba5d732/index.m3u8
纬来体育,https://f09.ideas09course.xyz/live/rx2/118/a41a7d62f55149589e9f4134ad82b7e2/index.m3u8
纬来体育,https://f07.goodness07word.xyz/live/rx2/118/a41a7d62f55149589e9f4134ad82b7e2/index.m3u8
纬来体育,https://f05.elektra05world.xyz/live/rx2/118/a41a7d62f55149589e9f4134ad82b7e2/index.m3u8
纬来体育,https://f03.candy03tyke.xyz/live/rx2/118/a41a7d62f55149589e9f4134ad82b7e2/index.m3u8
风云足球,http://183.11.239.36:808/hls/133/index.m3u8
风云足球,http://dassby.qqff.top:99/live/风云足球/index.m3u8
风云足球,http://111.61.236.247:9081/hls/58/index.m3u8
风云足球,http://dl.wifi942.com:66/jsyd/jsyd.php?id=G_FENGSHANGZQ-CQ
风云足球,http://58.19.38.162:9901/tsfile/live/1034_1.m3u8
风云足球,http://180.213.174.225:9901/tsfile/live/1046_1.m3u8
风云足球,http://180.213.174.225:9901/tsfile/live/1046_1.m3u8?key=txiptv&playlive=1&authid=0
风云足球,http://gat.bkpcp.top/ymg.php?id=mlzq
风云足球,http://goo.bkpcp.top/mg/mlzq
风云足球,http://61.160.112.102:35455/rptv/G_FENGSHANGZQ-CQ.m3u8?license=gitv
风云足球,http://111.61.236.247:9081/hls/58/index.m3u8$订阅源-720x576
魅力足球,https://stream1.freetv.fun/mei-li-zu-qiu-1.m3u8
魅力足球,http://qjrhc.jydjd.top:2911/udp/224.1.100.133:11111$1920x1080
魅力足球,https://stream1.freetv.fun/ipv6-mei-li-zu-qiu-5.m3u8
魅力足球,https://stream1.freetv.fun/ipv6-mei-li-zu-qiu-4.m3u8
魅力足球,https://www.freetv.top/migu/796070308.m3u8?migutoken=0a72668399c6f96d928c0bf0adbe330bbae95b55cfc10f2da9e830e2e06051b89a0e1db847eaa61f6b897e3efcb05ecc6160c2ce3c8073fb2d90c8ed191845e1ca16f6bcd3aaa13f6538d2074d$1920x1080
魅力足球,http://146.56.165.66:7788/TVOD/5000000011000031207/bestzb/index.m3u8
魅力足球,http://live.nctv.top/KLJHDS/bestv.php?id=mlzq
魅力足球,https://stream1.freetv.fun/mei-li-zu-qiu-3.m3u8
魅力足球,http://live.nctv.top/KLJHDS/migu.php?id=mlzq
魅力足球,http://dassby.qqff.top:99/live/快乐垂钓/index.m3u8
魅力足球,https://stream1.freetv.fun/mei-li-zu-qiu-5.ctv
魅力足球,http://www.xzbn.site:35455/itv/5000000011000031207.m3u8?cdn=bestzb
魅力足球,https://www.freetv.top/migu/796070308.m3u8?migutoken=aef1ffa947e5328dd4ec2bb318b58b674fe32113222c6c9eab78bcdc2a9f31cf142a1d60536ea5a5ee039d3753e6bd98bef238d0ba7e3af9153e765e8b77e2a8c28451355b4a426d11c5c304f8$1920x1080
魅力足球,https://stream1.freetv.fun/mei-li-zu-qiu-4.ctv
魅力足球,https://stream1.freetv.fun/ipv6-mei-li-zu-qiu-3.m3u8
魅力足球,https://www.freetv.top/migu/796070308.m3u8?migutoken=f4f71100ed3cd756f336e1f3b6d522c1338ee1ffd14316eea89e461d4e31e29395a265a9f1ec26b947fb0e7dc16296db47ae3bfea73caaee6901d17bfede63775878c0ab44c872939ba5b53baf$1920x1080
魅力足球,https://stream1.freetv.fun/mei-li-zu-qiu-2.m3u8
魅力足球,http://gat.bkpcp.top/ymg.php?id=mlzq
魅力足球,http://z.b.bkpcp.top/m.php?id=mlzq
魅力足球,https://www.freetv.top/migu/796070308.m3u8?migutoken=aef1ffa947e5328dd4ec2bb318b58b674fe32113222c6c9eab78bcdc2a9f31cf142a1d60536ea5a5ee039d3753e6bd98bef238d0ba7e3af9153e765e8b77e2a8c28451355b4a426d11c5c304f8$订阅源|1920x1080
魅力足球,http://hlszymgsplive.miguvideo.com:8080/migu/kailu/jinbaotyhd/51/20230411/01.m3u8?msisdn=b9a560ffc2ff1122da396138e49f6968&mdspid=&spid=600633&netType=7&sid=5910021599&pid=2028597139&timestamp=20250212113145&Channel_ID=0116_0116_25000000-99000-100300010010001&ProgramID=796071336&ParentNodeID=-99&assertID=5910021599&client_ip=110.42.54.198&SecurityKey=20250212113145&promotionId=&mvid=5900005805&mcid=500020&playurlVersion=WX-A1-8.1.2-RELEASE&userid=&jmhm=&videocodec=h264&tid=ipad&conFee=0&mtv_session=95c1398316479f7e334769f025b1c532&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=dd35c8d7e3c2646c77cc458ed052ae19$订阅源
魅力足球,https://www.freetv.top/migu/796070308.m3u8?migutoken=0a72668399c6f96d928c0bf0adbe330bbae95b55cfc10f2da9e830e2e06051b89a0e1db847eaa61f6b897e3efcb05ecc6160c2ce3c8073fb2d90c8ed191845e1ca16f6bcd3aaa13f6538d2074d$订阅源|1920x1080
魅力足球,https://www.freetv.top/migu/796070308.m3u8?migutoken=63532f8f379c2b36558b2a312da1acf5b237eac8275539c14795d8ac7d88c8f3537708c26e7626c88dee9c6d7ac3b58e500eaa8c0660aec0a8c29018e84224854f58e32584aa9d99f6d75b763c$订阅源-1920x1080|1920x1080
魅力足球,https://www.freetv.top/migu/796070308.m3u8?migutoken=aef1ffa947e5328dd4ec2bb318b58b674fe32113222c6c9eab78bcdc2a9f31cf142a1d60536ea5a5ee039d3753e6bd98bef238d0ba7e3af9153e765e8b77e2a8c28451355b4a426d11c5c304f8$订阅源-1920x1080|1920x1080
足球高清,http://139.129.231.228:50060/rtp/239.21.1.162:5002
足球高清,http://139.129.231.228:50060/rtp/239.21.1.162:5002$山东电信组播源
足球高清,http://139.129.231.228:50060/rtp/239.21.1.162:5002$组播源
足球高清,http://123.56.129.203:4310/rtp/225.1.8.249:4120$北京电信组播源
足球高清,http://123.56.129.203:9448/udp/225.1.8.249:4120
足球高清,http://123.56.129.203:2714/rtp/225.1.8.249:4120$北京电信组播源
足球高清,http://123.56.129.203:7181/rtp/225.1.8.249:4120$北京电信组播源
足球高清,http://123.56.129.203:6039/rtp/225.1.8.249:4120$北京电信组播源
足球高清,http://123.56.129.203:6573/rtp/225.1.8.249:4120$北京电信组播源
足球高清,http://123.56.129.203:7004/rtp/225.1.8.249:4120$北京电信组播源
足球高清,http://123.56.129.203:2604/rtp/225.1.8.249:4120$北京电信组播源
足球高清,http://123.56.129.203:5850/rtp/225.1.8.249:4120$北京电信组播源
足球高清,http://123.56.129.203:5431/rtp/225.1.8.249:4120$北京电信组播源
足球高清,http://123.56.129.203:4310/rtp/225.1.8.249:4120$
足球高清,http://123.56.129.203:4310/rtp/225.1.8.249:4120
足球频道,http://139.129.231.228:50060/rtp/239.21.1.162:5002
足球频道,http://139.129.231.228:50060/rtp/239.21.1.162:5002$山东电信组播源
足球频道,http://139.129.231.228:50060/rtp/239.21.1.162:5002$组播源
足球频道,http://123.56.129.203:4310/rtp/225.1.8.249:4120$北京电信组播源
足球频道,http://123.56.129.203:9448/udp/225.1.8.249:4120
足球频道,http://123.56.129.203:2714/rtp/225.1.8.249:4120$北京电信组播源
足球频道,http://123.56.129.203:7181/rtp/225.1.8.249:4120$北京电信组播源
足球频道,http://123.56.129.203:6039/rtp/225.1.8.249:4120$北京电信组播源
足球频道,http://123.56.129.203:6573/rtp/225.1.8.249:4120$北京电信组播源
足球频道,http://123.56.129.203:7004/rtp/225.1.8.249:4120$北京电信组播源
足球频道,http://123.56.129.203:2604/rtp/225.1.8.249:4120$北京电信组播源
足球频道,http://123.56.129.203:5850/rtp/225.1.8.249:4120$北京电信组播源
足球频道,http://123.56.129.203:5431/rtp/225.1.8.249:4120$北京电信组播源
足球频道,http://123.56.129.203:4310/rtp/225.1.8.249:4120$
足球频道,http://123.56.129.203:4310/rtp/225.1.8.249:4120
ELEVEN体育,http://50.7.238.114:8278/golfchannel_twn/playlist.m3u8?tid=m43df9270caf7&ct=18335&tsum=3bcc02e810e7073b86bb40d392e95f23
ELEVEN体育,http://50.7.238.114:8278/golfchannel_twn/playlist.m3u8?
ELEVEN体育1,http://50.7.234.10:8278/golfchannel_twn/playlist.m3u8?tid=MFBF2798068027980680&ct=18393&tsum=d8204023f67120512c75a8882f121120$订阅源-1280x720|1920x1080
ELEVEN体育1,http://50.7.234.10:8278/golfchannel_twn/playlist.m3u8?tid=MFBF2798068027980680&ct=18393&tsum=d8204023f67120512c75a8882f121120$1920x1080
央视台球,http://dl.wifi942.com:66/jsyd/jsyd.php?id=G_TAIQIU-CQ
央视台球,http://183.11.239.36:808/hls/73/index.m3u8
央视台球,http://dassby.qqff.top:99/live/高尔夫网球/index.m3u8
央视台球,http://gat.bkpcp.top/ymg.php?id=mlzq
